Lat,Lon,State_Ab,County
34.215714,-82.446307,SC,ABBEVILLE
34.492718,-82.638297,SC,ANDERSON
34.744649,-82.797267,SC,PICKENS
34.542683,-83.029707,SC,OCONEE
34.114209,-82.128301,SC,GREENWOOD
34.992612,-81.178712,SC,YORK
32.990158,-81.287561,SC,ALLENDALE
33.249806,-81.349595,SC,BARNWELL
33.623057,-82.132655,SC,MCCORMICK
33.767808,-81.987524,SC,EDGEFIELD
32.424353,-80.565343,SC,BEAUFORT
32.885698,-81.206373,SC,HAMPTON
32.488929,-80.989142,SC,JASPER
33.771704,-84.23937,GA,DEKALB
33.960353,-84.037859,GA,GWINNETT
34.112373,-84.30205,GA,FULTON
33.912473,-84.557181,GA,COBB
34.019109,-83.826094,GA,BARROW
33.719178,-84.002061,GA,ROCKDALE
33.529341,-83.849622,GA,NEWTON
33.717989,-83.801451,GA,WALTON
34.193041,-84.092588,GA,FORSYTH
33.431362,-83.790756,GA,JASPER
34.296339,-84.909216,GA,BARTOW
34.053167,-85.079865,GA,POLK
34.479253,-85.149208,GA,FLOYD
34.30116,-84.442937,GA,CHEROKEE
33.587706,-85.123883,GA,CARROLL
33.767997,-85.172928,GA,HARALSON
33.765457,-84.646946,GA,DOUGLAS
33.935396,-84.866654,GA,PAULDING
34.462493,-84.743027,GA,GORDON
34.469042,-84.428243,GA,PICKENS
33.07577,-84.145706,GA,LAMAR
33.30009,-84.453196,GA,FAYETTE
33.104729,-84.456917,GA,PIKE
33.278205,-84.288803,GA,SPALDING
33.237156,-83.898277,GA,BUTTS
33.278005,-85.134045,GA,HEARD
33.06913,-84.613189,GA,MERIWETHER
33.275619,-84.741266,GA,COWETA
33.408112,-84.273764,GA,HENRY
33.144151,-84.960566,GA,TROUP
33.518505,-84.337523,GA,CLAYTON
32.965021,-84.219349,GA,UPSON
32.569871,-82.346181,GA,EMANUEL
32.17966,-82.516557,GA,MONTGOMERY
32.143021,-82.82677,GA,WHEELER
32.88914,-82.466644,GA,JEFFERSON
32.163392,-81.87191,GA,EVANS
32.352307,-81.6571,GA,BULLOCH
32.10597,-82.03389,GA,TATTNALL
32.767634,-81.629062,GA,SCREVEN
33.05387,-81.684489,GA,BURKE
32.129147,-82.330546,GA,TOOMBS
32.39938,-82.048201,GA,CANDLER
32.779376,-81.973904,GA,JENKINS
32.50631,-82.713743,GA,LAURENS
32.383145,-82.557135,GA,TREUTLEN
34.334398,-83.837912,GA,HALL
34.50429,-83.594758,GA,HABERSHAM
34.393713,-83.473886,GA,BANKS
34.867512,-83.967636,GA,UNION
34.831246,-84.331339,GA,FANNIN
34.383987,-83.03321,GA,HART
34.109873,-83.685149,GA,JACKSON
34.355933,-83.152947,GA,FRANKLIN
34.73249,-84.425035,GA,GILMER
34.886868,-83.375358,GA,RABUN
34.610466,-83.74615,GA,WHITE
34.541371,-84.024387,GA,LUMPKIN
34.453661,-84.155043,GA,DAWSON
34.53512,-83.258748,GA,STEPHENS
34.906339,-83.72739,GA,TOWNS
33.992902,-83.353697,GA,CLARKE
33.888662,-83.222254,GA,OGLETHORPE
33.805718,-83.48171,GA,OCONEE
33.754235,-83.511055,GA,MORGAN
34.164131,-82.957102,GA,ELBERT
34.05918,-83.099349,GA,MADISON
33.577007,-82.858099,GA,TALIAFERRO
33.560655,-83.193389,GA,GREENE
33.763817,-82.899831,GA,WILKES
34.785543,-84.771623,GA,MURRAY
34.76416,-85.353517,GA,WALKER
34.867821,-84.919498,GA,WHITFIELD
34.980249,-85.140798,GA,CATOOSA
34.392073,-85.417428,GA,CHATTOOGA
34.813904,-85.501868,GA,DADE
33.573999,-82.312058,GA,COLUMBIA
33.359709,-82.198897,GA,RICHMOND
33.527993,-82.5104,GA,MCDUFFIE
33.447102,-82.642214,GA,WARREN
33.223471,-82.599738,GA,GLASCOCK
33.812714,-82.453456,GA,LINCOLN
31.977048,-83.372515,GA,WILCOX
32.606433,-83.20951,GA,WILKINSON
32.946971,-83.800628,GA,MONROE
32.539506,-83.662733,GA,HOUSTON
32.572668,-84.226075,GA,TAYLOR
32.185828,-83.901376,GA,DOOLY
32.618051,-83.788976,GA,PEACH
31.917178,-83.785365,GA,CRISP
32.150374,-83.055544,GA,DODGE
32.383904,-83.321095,GA,BLECKLEY
32.607654,-83.269106,GA,TWIGGS
32.968449,-82.648357,GA,WASHINGTON
33.320818,-83.355865,GA,PUTNAM
32.991607,-83.567362,GA,JONES
33.022658,-83.246975,GA,BALDWIN
32.275664,-83.49009,GA,PULASKI
32.047457,-82.9747,GA,TELFAIR
32.372937,-84.212159,GA,MACON
32.698954,-82.525306,GA,JOHNSON
32.715632,-83.915762,GA,CRAWFORD
33.257068,-83.08922,GA,HANCOCK
32.827949,-83.595066,GA,BIBB
31.779116,-81.60385,GA,LIBERTY
32.107103,-81.291335,GA,CHATHAM
32.488015,-81.322392,GA,EFFINGHAM
31.495071,-81.381908,GA,MCINTOSH
32.159233,-81.502963,GA,BRYAN
31.780996,-81.773916,GA,LONG
31.224262,-82.359628,GA,WARE
31.576952,-82.461197,GA,BACON
31.549597,-82.987305,GA,COFFEE
31.756861,-82.350837,GA,APPLING
31.326324,-82.271206,GA,PIERCE
31.230428,-81.492883,GA,GLYNN
31.795977,-82.707079,GA,JEFF DAVIS
30.855314,-82.027252,GA,CHARLTON
31.178954,-82.123686,GA,BRANTLEY
31.600775,-81.957787,GA,WAYNE
30.804684,-81.627717,GA,CAMDEN
30.753904,-83.332068,GA,LOWNDES
31.151742,-83.407143,GA,COOK
31.383968,-83.221348,GA,BERRIEN
31.064114,-82.68954,GA,CLINCH
31.303159,-82.847997,GA,ATKINSON
30.856633,-83.526479,GA,BROOKS
30.828644,-83.910971,GA,THOMAS
31.035327,-83.098737,GA,LANIER
30.768894,-83.037116,GA,ECHOLS
31.560674,-84.176751,GA,DOUGHERTY
32.040432,-84.215282,GA,SUMTER
31.47718,-84.699156,GA,CALHOUN
31.723074,-83.644063,GA,TURNER
30.835331,-84.511949,GA,DECATUR
31.358861,-84.100301,GA,MITCHELL
31.080682,-83.649138,GA,COLQUITT
31.346088,-84.901178,GA,EARLY
31.557533,-84.854212,GA,CLAY
31.824017,-84.343163,GA,TERRELL
31.44172,-83.503715,GA,TIFT
30.857503,-84.22903,GA,GRADY
31.775195,-84.747201,GA,RANDOLPH
31.16251,-84.713359,GA,MILLER
30.918229,-84.867238,GA,SEMINOLE
31.748753,-83.235412,GA,BEN HILL
31.844937,-85.104383,GA,QUITMAN
31.706283,-83.408633,GA,IRWIN
31.763715,-84.160359,GA,LEE
31.37168,-84.338325,GA,BAKER
31.726629,-83.959728,GA,WORTH
32.701117,-84.494946,GA,TALBOT
32.254152,-84.489818,GA,MARION
32.661625,-84.855447,GA,HARRIS
32.292547,-84.736706,GA,CHATTAHOOCHEE
32.209028,-84.277064,GA,SCHLEY
32.563874,-84.991501,GA,MUSCOGEE
32.07663,-84.849724,GA,STEWART
32.076133,-84.543517,GA,WEBSTER
,,FL,CLAY
29.937673,-81.420603,FL,SAINT JOHNS
29.799631,-81.627324,FL,PUTNAM
30.101927,-82.908004,FL,SUWANNEE
30.521109,-81.906051,FL,NASSAU
30.041449,-83.123055,FL,LAFAYETTE
30.105451,-82.68778,FL,COLUMBIA
30.302616,-82.190828,FL,BAKER
29.968926,-82.122553,FL,BRADFORD
30.495814,-82.985428,FL,HAMILTON
30.007626,-82.341422,FL,UNION
30.498591,-83.361506,FL,MADISON
30.337538,-81.768622,FL,DUVAL
29.174011,-81.575044,FL,LAKE
29.200508,-81.406458,FL,VOLUSIA
29.402177,-81.33425,FL,FLAGLER
29.060711,-81.969048,FL,MARION
,,FL,SUMTER
30.418514,-84.203379,FL,LEON
30.130775,-84.406629,FL,WAKULLA
29.819333,-84.852937,FL,FRANKLIN
30.419284,-84.97804,FL,LIBERTY
30.640548,-84.780758,FL,GADSDEN
30.298333,-83.900753,FL,JEFFERSON
29.931864,-83.55146,FL,TAYLOR
30.1922,-85.663027,FL,BAY
30.641158,-85.375585,FL,JACKSON
30.553171,-85.171315,FL,CALHOUN
30.705557,-86.031448,FL,WALTON
30.875532,-85.684243,FL,HOLMES
30.707368,-85.793737,FL,WASHINGTON
29.9323,-85.235414,FL,GULF
30.424838,-87.256471,FL,ESCAMBIA
30.598564,-87.031496,FL,SANTA ROSA
30.85525,-86.674139,FL,OKALOOSA
29.68041,-82.345739,FL,ALACHUA
29.749093,-82.865081,FL,GILCHRIST
29.431045,-82.549823,FL,LEVY
29.680616,-83.089669,FL,DIXIE
28.666625,-81.365039,FL,SEMINOLE
28.635425,-81.488843,FL,ORANGE
28.699314,-80.895344,FL,BREVARD
27.775251,-80.609403,FL,INDIAN RIVER
24.83059,-80.804872,FL,MONROE
25.558428,-80.458168,FL,MIAMI-DADE
26.062416,-80.159667,FL,BROWARD
26.672643,-80.070613,FL,PALM BEACH
26.630066,-81.090897,FL,HENDRY
27.050934,-80.158594,FL,MARTIN
26.886471,-81.195575,FL,GLADES
27.764761,-82.273409,FL,HILLSBOROUGH
28.36886,-82.322756,FL,PASCO
27.775654,-82.64092,FL,PINELLAS
28.059997,-81.956122,FL,POLK
27.473059,-81.464053,FL,HIGHLANDS
27.601936,-81.85069,FL,HARDEE
28.263489,-81.512387,FL,OSCEOLA
26.564355,-81.925065,FL,LEE
26.901981,-82.000005,FL,CHARLOTTE
,,AA,
25.855534,-81.38719,FL,COLLIER
27.404731,-82.470456,FL,MANATEE
27.143931,-82.404959,FL,SARASOTA
27.186146,-81.809939,FL,DE SOTO
28.867027,-82.572703,FL,CITRUS
28.586197,-82.395858,FL,HERNANDO
27.412128,-80.534169,FL,SAINT LUCIE
27.420316,-80.945361,FL,OKEECHOBEE
33.603543,-86.466833,AL,SAINT CLAIR
33.578097,-86.987228,AL,JEFFERSON
33.193415,-86.794377,AL,SHELBY
32.930079,-85.805026,AL,TALLAPOOSA
33.922162,-86.449262,AL,BLOUNT
33.403969,-86.233878,AL,TALLADEGA
34.393855,-86.365403,AL,MARSHALL
34.265451,-86.712779,AL,CULLMAN
32.989499,-87.220392,AL,BIBB
33.804411,-87.202136,AL,WALKER
32.856632,-86.652875,AL,CHILTON
33.058725,-86.079106,AL,COOSA
33.116229,-86.138624,AL,CLAY
33.241899,-87.597599,AL,TUSCALOOSA
32.855347,-87.721868,AL,HALE
33.236962,-88.061517,AL,PICKENS
32.737366,-87.967724,AL,GREENE
32.621168,-88.285932,AL,SUMTER
34.229897,-87.358538,AL,WINSTON
33.712675,-87.774117,AL,FAYETTE
34.16493,-87.739592,AL,MARION
33.950211,-88.018981,AL,LAMAR
34.373392,-87.946916,AL,FRANKLIN
34.549833,-86.995551,AL,MORGAN
34.942388,-87.273375,AL,LAUDERDALE
34.764976,-87.103488,AL,LIMESTONE
34.733866,-87.90624,AL,COLBERT
34.673954,-87.28962,AL,LAWRENCE
34.799983,-85.803464,AL,JACKSON
34.719303,-86.475425,AL,MADISON
34.024285,-86.074145,AL,ETOWAH
34.359072,-85.611793,AL,CHEROKEE
34.337295,-85.85769,AL,DE KALB
32.450328,-86.721712,AL,AUTAUGA
31.839131,-85.928538,AL,PIKE
31.560143,-86.327501,AL,CRENSHAW
32.310624,-86.186132,AL,MONTGOMERY
31.642713,-86.734317,AL,BUTLER
31.805322,-85.421299,AL,BARBOUR
32.505625,-86.332245,AL,ELMORE
32.092808,-85.704649,AL,BULLOCK
32.250651,-85.752417,AL,MACON
32.01285,-86.608238,AL,LOWNDES
31.260882,-86.444833,AL,COVINGTON
33.759768,-85.792328,AL,CALHOUN
33.706595,-85.509902,AL,CLEBURNE
33.456308,-85.369167,AL,RANDOLPH
31.148124,-85.371845,AL,HOUSTON
31.559402,-85.222965,AL,HENRY
31.455485,-85.633907,AL,DALE
31.150094,-85.813687,AL,GENEVA
31.407434,-86.083517,AL,COFFEE
31.489241,-87.052004,AL,CONECUH
31.56779,-87.250028,AL,MONROE
31.129427,-87.096126,AL,ESCAMBIA
31.871803,-87.412893,AL,WILCOX
31.58842,-87.840875,AL,CLARKE
30.939368,-88.015868,AL,MOBILE
30.763492,-87.756371,AL,BALDWIN
31.406683,-88.175846,AL,WASHINGTON
32.43372,-87.055532,AL,DALLAS
32.384949,-87.824556,AL,MARENGO
32.608995,-87.350401,AL,PERRY
32.621147,-85.392878,AL,LEE
32.286092,-85.161497,AL,RUSSELL
32.783137,-85.275581,AL,CHAMBERS
32.115939,-88.273598,AL,CHOCTAW
36.556825,-87.018127,TN,ROBERTSON
36.170556,-86.8825,TN,DAVIDSON
36.034524,-85.997115,TN,DEKALB
35.856609,-86.663307,TN,WILLIAMSON
36.297807,-87.083657,TN,CHEATHAM
35.933832,-86.112561,TN,CANNON
35.643787,-86.183248,TN,COFFEE
35.431968,-86.762712,TN,MARSHALL
35.580793,-86.399852,TN,BEDFORD
36.477191,-86.460853,TN,SUMNER
36.580898,-87.774854,TN,STEWART
35.92171,-87.348964,TN,HICKMAN
36.039122,-87.26284,TN,DICKSON
36.276278,-85.95174,TN,SMITH
35.695974,-86.368041,TN,RUTHERFORD
36.51674,-87.308491,TN,MONTGOMERY
36.288768,-87.749245,TN,HOUSTON
36.156231,-86.304922,TN,WILSON
36.402012,-86.143252,TN,TROUSDALE
35.923959,-87.810501,TN,HUMPHREYS
36.52772,-86.025585,TN,MACON
35.594367,-87.856665,TN,PERRY
35.684033,-85.778151,TN,WARREN
35.285712,-86.639625,TN,LINCOLN
35.712381,-86.901661,TN,MAURY
35.360328,-85.789682,TN,GRUNDY
35.017572,-85.018914,TN,HAMILTON
35.457491,-84.63982,TN,MCMINN
35.089483,-86.175941,TN,FRANKLIN
35.130815,-84.521805,TN,POLK
35.2637,-84.793619,TN,BRADLEY
35.246689,-84.303121,TN,MONROE
35.556414,-84.979171,TN,RHEA
35.484053,-84.84546,TN,MEIGS
35.386535,-85.376504,TN,SEQUATCHIE
35.029115,-85.517231,TN,MARION
35.282767,-86.305403,TN,MOORE
35.609437,-85.210253,TN,BLEDSOE
35.169255,-89.990415,TN,SHELBY
36.3417,-82.387716,TN,WASHINGTON
36.227409,-82.734005,TN,GREENE
36.525039,-82.369895,TN,SULLIVAN
36.362685,-81.919401,TN,JOHNSON
36.495148,-82.732009,TN,HAWKINS
36.330784,-82.122892,TN,CARTER
36.06833,-82.399677,TN,UNICOI
35.815758,-83.987698,TN,BLOUNT
36.202528,-84.068808,TN,ANDERSON
36.566257,-83.636479,TN,CLAIBORNE
36.250636,-83.493998,TN,GRAINGER
36.104208,-83.121619,TN,COCKE
36.302779,-84.20298,TN,CAMPBELL
36.035211,-84.390727,TN,MORGAN
36.029286,-83.817508,TN,KNOX
35.951478,-84.812093,TN,CUMBERLAND
36.000789,-83.423276,TN,JEFFERSON
36.387879,-84.616597,TN,SCOTT
35.727782,-83.436982,TN,SEVIER
35.674723,-84.189652,TN,LOUDON
35.919953,-84.516642,TN,ROANE
36.493188,-83.15127,TN,HANCOCK
36.213293,-83.275211,TN,HAMBLEN
36.218058,-83.771137,TN,UNION
35.806106,-89.086594,TN,CROCKETT
35.292102,-89.752615,TN,FAYETTE
35.454301,-89.809562,TN,TIPTON
36.158668,-89.437684,TN,DYER
35.197635,-88.986448,TN,HARDEMAN
35.633418,-89.276381,TN,HAYWOOD
35.792984,-89.646955,TN,LAUDERDALE
36.344296,-89.522851,TN,LAKE
36.077501,-88.495094,TN,CARROLL
36.246599,-88.046704,TN,BENTON
36.428005,-88.179868,TN,HENRY
36.313605,-88.742473,TN,WEAKLEY
36.35288,-89.333345,TN,OBION
36.134323,-89.028993,TN,GIBSON
35.570424,-88.862742,TN,MADISON
35.271057,-88.447528,TN,MCNAIRY
35.448494,-88.121113,TN,DECATUR
35.110079,-88.292167,TN,HARDIN
35.666113,-88.215928,TN,HENDERSON
35.428488,-88.429204,TN,CHESTER
35.388038,-87.930163,TN,WAYNE
35.055109,-86.883959,TN,GILES
35.339549,-87.307286,TN,LAWRENCE
35.526554,-87.489057,TN,LEWIS
36.217846,-85.542327,TN,PUTNAM
36.381838,-84.775579,TN,FENTRESS
36.481086,-85.346687,TN,OVERTON
36.552982,-85.162523,TN,PICKETT
36.547777,-85.512924,TN,CLAY
35.835572,-85.519057,TN,WHITE
36.369292,-85.681124,TN,JACKSON
35.677816,-85.434355,TN,VAN BUREN
34.471941,-89.447507,MS,LAFAYETTE
34.686272,-90.106756,MS,TATE
34.741457,-89.163282,MS,BENTON
34.343102,-89.956497,MS,PANOLA
34.235111,-90.29272,MS,QUITMAN
34.667999,-88.99877,MS,TIPPAH
34.848108,-89.617691,MS,MARSHALL
34.256003,-90.634809,MS,COAHOMA
34.535704,-90.369304,MS,TUNICA
34.432943,-89.05727,MS,UNION
34.80684,-89.994591,MS,DE SOTO
33.314539,-91.02297,MS,WASHINGTON
34.074216,-90.75974,MS,BOLIVAR
32.973917,-90.831601,MS,SHARKEY
33.690173,-90.549626,MS,SUNFLOWER
32.711257,-90.952716,MS,ISSAQUENA
33.263048,-90.59677,MS,HUMPHREYS
34.291889,-88.683828,MS,LEE
34.171543,-89.032791,MS,PONTOTOC
33.942639,-88.411284,MS,MONROE
34.550663,-88.22674,MS,TISHOMINGO
34.632922,-88.533107,MS,PRENTISS
34.87589,-88.591575,MS,ALCORN
33.856165,-89.303214,MS,CALHOUN
34.276489,-88.355013,MS,ITAWAMBA
34.013571,-88.996107,MS,CHICKASAW
33.786016,-89.845462,MS,GRENADA
33.65497,-90.053958,MS,CARROLL
33.929206,-90.188462,MS,TALLAHATCHIE
33.961287,-89.64824,MS,YALOBUSHA
33.255582,-90.183344,MS,HOLMES
33.563223,-89.641871,MS,MONTGOMERY
33.550408,-90.224856,MS,LEFLORE
32.845368,-90.241776,MS,YAZOO
32.406956,-90.46141,MS,HINDS
32.300019,-89.938693,MS,RANKIN
31.96499,-89.981393,MS,SIMPSON
32.785348,-89.869807,MS,MADISON
32.785217,-89.524057,MS,LEAKE
32.477116,-89.26359,MS,NEWTON
31.965088,-90.375733,MS,COPIAH
33.08167,-89.541348,MS,ATTALA
31.731988,-91.056503,MS,JEFFERSON
32.399853,-89.505298,MS,SCOTT
31.997408,-90.716602,MS,CLAIBORNE
31.852342,-89.50805,MS,SMITH
31.717905,-89.623543,MS,COVINGTON
31.527752,-91.307025,MS,ADAMS
31.71093,-90.038237,MS,LAWRENCE
32.52792,-90.754175,MS,WARREN
32.381605,-88.663489,MS,LAUDERDALE
31.582003,-88.548006,MS,WAYNE
32.799065,-88.698657,MS,KEMPER
32.14342,-88.819543,MS,CLARKE
32.109313,-89.187423,MS,JASPER
33.101687,-89.068098,MS,WINSTON
33.125769,-88.54474,MS,NOXUBEE
32.754387,-89.116797,MS,NESHOBA
31.360647,-88.606456,MS,GREENE
31.245138,-89.28071,MS,FORREST
31.582332,-89.781429,MS,JEFFERSON DAVIS
31.185365,-88.920132,MS,PERRY
30.661121,-89.646536,MS,PEARL RIVER
31.218188,-89.801872,MS,MARION
31.455471,-89.302042,MS,JONES
30.866791,-88.649035,MS,GEORGE
31.100426,-89.503417,MS,LAMAR
30.396277,-89.064103,MS,HARRISON
30.295608,-89.463187,MS,HANCOCK
30.441072,-88.634482,MS,JACKSON
30.721036,-89.172285,MS,STONE
31.521489,-90.460786,MS,LINCOLN
31.465718,-90.895386,MS,FRANKLIN
31.134359,-91.175079,MS,WILKINSON
31.114483,-90.487486,MS,PIKE
31.247847,-90.885075,MS,AMITE
31.175558,-90.090824,MS,WALTHALL
33.516258,-88.461318,MS,LOWNDES
33.278252,-89.191298,MS,CHOCTAW
33.648956,-89.334234,MS,WEBSTER
33.659271,-88.753976,MS,CLAY
33.42554,-88.879117,MS,OKTIBBEHA
38.274456,-85.090374,KY,SHELBY
37.822585,-85.466944,KY,NELSON
38.603011,-85.329441,KY,TRIMBLE
38.452892,-85.016907,KY,HENRY
37.504057,-85.107213,KY,MARION
38.389195,-85.44584,KY,OLDHAM
38.22977,-85.66304,KY,JEFFERSON
37.756812,-85.059008,KY,WASHINGTON
38.019718,-85.181188,KY,SPENCER
38.04141,-85.581303,KY,BULLITT
38.093864,-86.345301,KY,MEADE
37.847839,-86.463591,KY,BRECKINRIDGE
37.552184,-86.483592,KY,GRAYSON
37.899466,-85.952833,KY,HARDIN
37.754839,-84.74994,KY,MERCER
38.334059,-83.994865,KY,NICHOLAS
37.847517,-83.859331,KY,POWELL
38.128726,-83.442495,KY,ROWAN
37.938651,-83.605538,KY,MENIFEE
37.968496,-84.157766,KY,CLARK
38.239718,-84.574498,KY,SCOTT
38.016064,-83.771261,KY,MONTGOMERY
37.70424,-83.944815,KY,ESTILL
37.950381,-84.656887,KY,JESSAMINE
38.006484,-84.979923,KY,ANDERSON
38.145835,-84.718028,KY,WOODFORD
38.296337,-84.151319,KY,BOURBON
38.627652,-84.87562,KY,OWEN
38.084908,-83.700824,KY,BATH
37.717603,-84.14483,KY,MADISON
37.305202,-83.971127,KY,JACKSON
37.373811,-84.412242,KY,ROCKCASTLE
37.651397,-84.546693,KY,GARRARD
37.43221,-84.517065,KY,LINCOLN
37.636006,-84.849682,KY,BOYLE
38.016674,-84.486043,KY,FAYETTE
38.228115,-84.869708,KY,FRANKLIN
36.854371,-84.184688,KY,WHITLEY
37.152074,-84.140847,KY,LAUREL
36.936999,-83.933848,KY,KNOX
36.865351,-83.287927,KY,HARLAN
37.011357,-83.4553,KY,LESLIE
36.714629,-83.64046,KY,BELL
37.043638,-82.809267,KY,LETCHER
37.147687,-83.737014,KY,CLAY
37.331259,-83.386991,KY,PERRY
38.921584,-84.374584,KY,CAMPBELL
38.72342,-83.982911,KY,BRACKEN
38.442076,-84.347201,KY,HARRISON
39.015027,-84.773564,KY,BOONE
38.739446,-84.392841,KY,PENDLETON
38.663866,-85.098906,KY,CARROLL
38.552305,-84.611567,KY,GRANT
39.05906,-84.542748,KY,KENTON
38.707093,-83.904101,KY,MASON
38.3481,-83.718626,KY,FLEMING
38.732647,-84.805495,KY,GALLATIN
38.531698,-84.035565,KY,ROBERTSON
38.43296,-82.693914,KY,BOYD
38.511714,-82.872362,KY,GREENUP
38.074113,-82.744663,KY,LAWRENCE
38.602881,-83.361625,KY,LEWIS
38.433912,-83.133597,KY,CARTER
38.131568,-83.079708,KY,ELLIOTT
37.761149,-82.622288,KY,MARTIN
37.822653,-82.694671,KY,JOHNSON
37.728737,-83.494029,KY,WOLFE
37.515013,-83.26432,KY,BREATHITT
37.599904,-83.714013,KY,LEE
37.496523,-83.657351,KY,OWSLEY
37.914002,-83.233761,KY,MORGAN
37.690636,-83.074592,KY,MAGOFFIN
37.482901,-82.447075,KY,PIKE
37.479896,-82.6769,KY,FLOYD
37.318236,-83.068963,KY,KNOTT
37.031586,-88.713292,KY,MCCRACKEN
36.690186,-88.283872,KY,CALLOWAY
36.789033,-89.009178,KY,CARLISLE
37.148007,-88.948562,KY,BALLARD
36.888765,-88.305502,KY,MARSHALL
36.900149,-88.637039,KY,GRAVES
37.155977,-88.339599,KY,LIVINGSTON
36.680798,-88.979474,KY,HICKMAN
37.336533,-88.079607,KY,CRITTENDEN
37.044697,-88.024871,KY,LYON
36.546939,-89.081143,KY,FULTON
37.017407,-86.451752,KY,WARREN
36.67931,-86.17603,KY,ALLEN
36.815869,-85.992039,KY,BARREN
36.857666,-85.649583,KY,METCALFE
36.726089,-85.846991,KY,MONROE
36.740598,-86.583305,KY,SIMPSON
37.09425,-86.143188,KY,EDMONSON
37.279564,-86.670181,KY,BUTLER
36.772851,-86.860422,KY,LOGAN
36.929243,-87.219328,KY,TODD
36.80201,-87.828578,KY,TRIGG
37.043116,-87.487724,KY,CHRISTIAN
37.751818,-87.257303,KY,DAVIESS
37.355569,-86.864676,KY,OHIO
37.153324,-87.024457,KY,MUHLENBERG
37.615062,-87.406866,KY,MCLEAN
37.832151,-86.782723,KY,HANCOCK
37.778911,-87.60124,KY,HENDERSON
37.446023,-87.933437,KY,WEBSTER
37.220571,-87.624098,KY,HOPKINS
37.201173,-87.988003,KY,CALDWELL
37.686939,-87.943938,KY,UNION
37.10288,-84.544294,KY,PULASKI
37.242524,-84.89986,KY,CASEY
36.745738,-85.181967,KY,CLINTON
36.945046,-85.124561,KY,RUSSELL
36.777331,-84.502512,KY,MCCREARY
36.800363,-84.818345,KY,WAYNE
36.879564,-85.317785,KY,CUMBERLAND
37.370142,-85.913432,KY,HART
36.955287,-85.403561,KY,ADAIR
37.485493,-85.626798,KY,LARUE
37.337416,-85.357952,KY,TAYLOR
37.27586,-85.519334,KY,GREEN
40.100513,-82.612389,OH,LICKING
39.969036,-83.011389,OH,FRANKLIN
40.389346,-82.98071,OH,DELAWARE
40.29623,-82.27362,OH,KNOX
40.340633,-83.416306,OH,UNION
40.161025,-83.648461,OH,CHAMPAIGN
39.99914,-83.622204,OH,CLARK
39.884758,-82.539214,OH,FAIRFIELD
40.057901,-83.307323,OH,MADISON
39.851267,-82.385238,OH,PERRY
39.466524,-82.754731,OH,ROSS
39.67194,-83.015457,OH,PICKAWAY
39.64064,-83.419366,OH,FAYETTE
39.504455,-82.242899,OH,HOCKING
40.616604,-83.069296,OH,MARION
40.491005,-83.752068,OH,LOGAN
40.479648,-82.852969,OH,MORROW
40.927265,-83.387038,OH,WYANDOT
40.6401,-83.616923,OH,HARDIN
41.376449,-83.613714,OH,WOOD
41.278621,-83.244604,OH,SANDUSKY
41.568599,-83.363224,OH,OTTAWA
41.645699,-83.620233,OH,LUCAS
41.59593,-82.706816,OH,ERIE
41.577786,-84.584125,OH,WILLIAMS
41.578355,-84.25106,OH,FULTON
41.419878,-84.013674,OH,HENRY
41.296657,-84.390413,OH,DEFIANCE
39.927415,-82.004058,OH,MUSKINGUM
39.827556,-81.554854,OH,NOBLE
39.985318,-81.137495,OH,BELMONT
39.780188,-80.991731,OH,MONROE
39.91944,-81.53113,OH,GUERNSEY
39.497841,-81.898307,OH,MORGAN
40.357237,-81.643638,OH,COSHOCTON
40.426559,-81.67444,OH,TUSCARAWAS
40.260579,-80.789377,OH,JEFFERSON
40.263163,-81.030687,OH,HARRISON
40.677372,-80.600629,OH,COLUMBIANA
41.361746,-82.253828,OH,LORAIN
41.740136,-80.602278,OH,ASHTABULA
41.456905,-81.693019,OH,CUYAHOGA
41.447117,-81.152938,OH,GEAUGA
41.742693,-81.282125,OH,LAKE
41.311288,-81.492511,OH,SUMMIT
41.040507,-81.194614,OH,PORTAGE
41.206132,-81.82281,OH,MEDINA
40.927483,-81.996351,OH,WAYNE
41.034545,-80.928626,OH,MAHONING
41.376806,-80.866704,OH,TRUMBULL
40.820292,-81.335275,OH,STARK
40.686028,-81.02187,OH,CARROLL
40.547385,-81.876602,OH,HOLMES
41.090712,-83.365404,OH,SENECA
41.115906,-83.535416,OH,HANCOCK
40.826965,-82.296131,OH,ASHLAND
41.216488,-82.793687,OH,HURON
40.646184,-82.481491,OH,RICHLAND
40.832674,-82.973876,OH,CRAWFORD
39.135158,-84.709797,OH,HAMILTON
39.547254,-84.599698,OH,BUTLER
39.526049,-84.186961,OH,WARREN
39.594686,-84.54682,OH,PREBLE
38.693525,-83.740804,OH,BROWN
39.014823,-84.205859,OH,CLERMONT
38.749779,-83.612574,OH,ADAMS
39.40252,-83.894217,OH,CLINTON
39.074262,-83.848414,OH,HIGHLAND
,,OH,
39.706459,-84.016233,OH,GREENE
40.407239,-84.203271,OH,SHELBY
40.214675,-84.653188,OH,DARKE
40.115737,-84.279352,OH,MIAMI
39.836157,-84.330392,OH,MONTGOMERY
40.354106,-84.643532,OH,MERCER
39.040682,-82.887103,OH,PIKE
38.92307,-82.276201,OH,GALLIA
38.482955,-82.450548,OH,LAWRENCE
39.110614,-82.613028,OH,JACKSON
39.354339,-82.503012,OH,VINTON
38.650439,-82.802128,OH,SCIOTO
