group,psc_desc,psc,Level1,Level_1_Category,Level_2,Level_2_Category
N0,INSTALLATION OF EQUIPMENT- RECREATIONAL AND ATHLETIC EQUIPMENT,N078,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,INSTALLATION OF EQUIPMENT- CLEANING EQUIPMENT AND SUPPLIES,N079,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,"INSTALLATION OF EQUIPMENT- BRUSHES, PAINTS, SEALERS, AND ADHESIVES",N080,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,"INSTALLATION OF EQUIPMENT- CONTAINERS, PACKAGING, AND PACKING SUPPLIES",N081,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,"INSTALLATION OF EQUIPMENT- TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS",N083,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,"INSTALLATION OF EQUIPMENT- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA",N084,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,INSTALLATION OF EQUIPMENT- TOILETRIES,N085,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,INSTALLATION OF EQUIPMENT- AGRICULTURAL SUPPLIES,N087,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,INSTALLATION OF EQUIPMENT- LIVE ANIMALS,N088,3,Security and Protection,3.1,Security Animals & Related Svcs
N0,INSTALLATION OF EQUIPMENT- SUBSISTENCE,N089,5,Industrial Products & Services,,Industrial Products Install / Maintenance / Repair
N0,"INSTALLATION OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES",N091,5,Industrial Products & Services,5.5,Industrial Products Install / Maintenance / Repair
N0,INSTALLATION OF EQUIPMENT- NONMETALLIC FABRICATED MATERIALS,N093,18,Equipment Related Services,18.3,Installation of Equipment
N0,INSTALLATION OF EQUIPMENT- NONMETALLIC CRUDE MATERIALS,N094,18,Equipment Related Services,18.3,Installation of Equipment
N0,"INSTALLATION OF EQUIPMENT- METAL BARS, SHEETS, AND SHAPES",N095,18,Equipment Related Services,18.3,Installation of Equipment
N0,"INSTALLATION OF EQUIPMENT- ORES, MINERALS, AND THEIR PRIMARY PRODUCTS",N096,18,Equipment Related Services,18.3,Installation of Equipment
N0,INSTALLATION OF EQUIPMENT- MISCELLANEOUS,N099,18,Equipment Related Services,18.3,Installation of Equipment
P1,SALVAGE- PREPARATION AND DISPOSAL OF EXCESS/SURPLUS PROPERTY,P100,18,Equipment Related Services,18.7,Salvage Services
P2,SALVAGE- AIRCRAFT,P200,18,Equipment Related Services,18.7,Salvage Services
P3,SALVAGE- MARINE VESSELS,P300,18,Equipment Related Services,18.7,Salvage Services
P4,SALVAGE- DEMOLITION OF BUILDINGS,P400,4,Facilities & Construction,4.4,Facility Related Services
P5,SALVAGE- DEMOLITION OF STRUCTURES/FACILITIES OTHER THAN BUILDINGS,P500,4,Facilities & Construction,4.4,Facility Related Services
P9,SALVAGE- OTHER,P999,18,Equipment Related Services,18.7,Salvage Services
Q1,MEDICAL- DEPENDENT MEDICARE,Q101,10,Medical,10.3,Healthcare Services
Q2,MEDICAL- GENERAL HEALTH CARE,Q201,10,Medical,10.3,Healthcare Services
Q3,MEDICAL- LABORATORY TESTING,Q301,10,Medical,10.2,Medical Equipment and Accessories and Supplies
Q4,MEDICAL- NURSING,Q401,10,Medical,10.3,Healthcare Services
Q4,MEDICAL- NURSING HOME CARE CONTRACTS,Q402,10,Medical,10.3,Healthcare Services
Q4,MEDICAL- EVALUATION/SCREENING,Q403,10,Medical,10.3,Healthcare Services
Q5,MEDICAL- ANESTHESIOLOGY,Q501,10,Medical,10.3,Healthcare Services
Q5,MEDICAL- CARDIO-VASCULAR,Q502,10,Medical,10.3,Healthcare Services
Q5,MEDICAL- DENTISTRY,Q503,10,Medical,10.3,Healthcare Services
Q5,MEDICAL- DERMATOLOGY,Q504,10,Medical,10.3,Healthcare Services
Q5,MEDICAL- GASTROENTEROLOGY,Q505,10,Medical,10.3,Healthcare Services
Q5,MEDICAL- GERIATRIC,Q506,10,Medical,10.3,Healthcare Services
Q5,MEDICAL- GYNECOLOGY,Q507,10,Medical,10.3,Healthcare Services
Q5,MEDICAL- HEMATOLOGY,Q508,10,Medical,10.3,Healthcare Services
Q5,MEDICAL- INTERNAL MEDICINE,Q509,10,Medical,10.1,Drugs and Pharmaceutical Products
Q5,MEDICAL- NEUROLOGY,Q510,10,Medical,10.3,Healthcare Services
Q5,MEDICAL- OPHTHALMOLOGY,Q511,10,Medical,10.3,Healthcare Services
Q5,MEDICAL- OPTOMETRY,Q512,10,Medical,10.3,Healthcare Services
Q5,MEDICAL- ORTHOPEDIC,Q513,10,Medical,10.3,Healthcare Services
Q5,MEDICAL- OTOLARYNGOLOGY,Q514,10,Medical,10.3,Healthcare Services
Q5,MEDICAL- PATHOLOGY,Q515,10,Medical,10.3,Healthcare Services
Q5,MEDICAL- PEDIATRIC,Q516,10,Medical,10.3,Healthcare Services
Q5,MEDICAL- PHARMACOLOGY,Q517,10,Medical,10.3,Healthcare Services
Q5,MEDICAL- PHYSICAL MEDICINE/REHABILITATION,Q518,10,Medical,10.3,Healthcare Services
Q5,MEDICAL- PSYCHIATRY,Q519,10,Medical,10.3,Healthcare Services
Q5,MEDICAL- PODIATRY,Q520,10,Medical,10.3,Healthcare Services
Q5,MEDICAL- PULMONARY,Q521,10,Medical,10.3,Healthcare Services
Q5,MEDICAL- RADIOLOGY,Q522,10,Medical,10.2,Medical Equipment and Accessories and Supplies
Q5,MEDICAL- SURGERY,Q523,10,Medical,10.3,Healthcare Services
Q5,MEDICAL- THORACIC,Q524,10,Medical,10.3,Healthcare Services
Q5,MEDICAL- UROLOGY,Q525,10,Medical,10.3,Healthcare Services
Q5,MEDICAL- MEDICAL/PSYCHIATRIC CONSULTATION,Q526,10,Medical,10.3,Healthcare Services
Q5,MEDICAL- NUCLEAR MEDICINE,Q527,10,Medical,10.3,Healthcare Services
Q6,MEDICAL CODING AND AUDITING,Q601,10,Medical,10.3,Healthcare Services
Q6,MEDICAL RECORDS,Q602,10,Medical,10.3,Healthcare Services
Q6,MEDICAL TRANSCRIPTIONS,Q603,10,Medical,10.3,Healthcare Services
Q7,SPECIALIZED MEDICAL SUPPORT,Q701,10,Medical,10.3,Healthcare Services
Q7,TECHNICAL MEDICAL SUPPORT,Q702,10,Medical,10.3,Healthcare Services
Q8,MEDICAL APPOINTING SERVICES,Q801,10,Medical,10.3,Healthcare Services
Q8,CLERICAL MEDICAL SUPPORT,Q802,10,Medical,10.3,Healthcare Services
Q9,MEDICAL- OTHER,Q999,10,Medical,10.3,Healthcare Services
R4,SUPPORT- PROFESSIONAL: PERSONAL CARE NON-MEDICAL,R401,2,Professional Services,2.1,Social Services
R4,SUPPORT- PROFESSIONAL: REAL ESTATE BROKERAGE,R402,2,Professional Services,2.6,Real Estate Services
R4,SUPPORT- PROFESSIONAL: LAND SURVEYS-CADASTRAL NON-CONSTRUCTION,R404,2,Professional Services,2.6,Real Estate Services
R4,SUPPORT- PROFESSIONAL: OPERATIONS RESEARCH/QUANTITATIVE ANALYSIS,R405,2,Professional Services,2.3,Management Advisory Services
R4,SUPPORT- PROFESSIONAL: POLICY REVIEW/DEVELOPMENT,R406,2,Professional Services,2.3,Management Advisory Services
R4,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,R408,2,Professional Services,2.3,Management Advisory Services
R4,PROGRAM REVIEW/DEVELOPMENT SERVICES,R409,1,IT,1.3,IT Consulting
R4,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,R410,2,Professional Services,2.3,Management Advisory Services
R4,SUPPORT- PROFESSIONAL: REAL PROPERTY APPRAISALS,R411,2,Professional Services,2.6,Real Estate Services
R4,SUPPORT- PROFESSIONAL: SIMULATION,R412,2,Professional Services,2.8,Technical and Engineering Services (non-IT)
R4,SUPPORT- PROFESSIONAL: SPECIFICATIONS DEVELOPMENT,R413,1,IT,1.3,IT Consulting 
R4,SYSTEMS ENGINEERING SERVICES,R414,2,Professional Services,2.8,Technical and Engineering Services (non-IT)
R4,SUPPORT- PROFESSIONAL: TECHNOLOGY SHARING/UTILIZATION,R415,1,IT,1.5,IT Outsourcing
R4,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,R416,10,Medical,10.3,Healthcare Services
R4,SUPPORT- PROFESSIONAL: LEGAL,R418,2,Professional Services,2.2,Legal services
R4,SUPPORT- PROFESSIONAL: CERTIFICATIONS AND ACCREDITATIONS OTHER THAN EDUC OR INFO TECH C&A,R420,9,Human Capital,9.4,Specialized educational services
R4,SUPPORT- PROFESSIONAL: MARKET RESEARCH/PUBLIC OPINION,R422,2,Professional Services,2.5,Public Relations and Professional Communications Services
R4,SUPPORT- PROFESSIONAL: INTELLIGENCE,R423,2,Professional Services,2.3,Management Advisory Services
R4,SUPPORT- PROFESSIONAL: EXPERT WITNESS,R424,2,Professional Services,2.2,Legal services
R4,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,R425,2,Professional Services,2.8,Technical and Engineering Services (non-IT)
R4,SUPPORT- PROFESSIONAL: COMMUNICATIONS,R426,2,Professional Services,2.5,Public Relations and Professional Communications Services
R4,SUPPORT- PROFESSIONAL: WEATHER REPORTING/OBSERVATION,R427,2,Professional Services,2.3,Management Advisory Services
R4,SUPPORT- PROFESSIONAL: INDUSTRIAL HYGIENICS,R428,2,Professional Services,2.3,Management Advisory Services
R4,SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT,R429,2,Professional Services,2.3,Management Advisory Services
R4,SUPPORT- PROFESSIONAL: PHYSICAL SECURITY AND BADGING,R430,3,Security and Protection,3.3,Security Services
R4,SUPPORT- PROFESSIONAL: HUMAN RESOURCES,R431,9,Human Capital,9.6,Human Resources Services
R4,SUPPORT- PROFESSIONAL: PERSONAL SERVICES CONTRACTS,R497,2,Professional Services,2.3,Management Advisory Services
R4,SUPPORT- PROFESSIONAL: PATENT AND TRADEMARK,R498,2,Professional Services,2.2,Legal Services
R4,SUPPORT- PROFESSIONAL: OTHER,R499,2,Professional Services,2.3,Management Advisory Services
R6,SUPPORT- ADMINISTRATIVE: COURIER/MESSENGER,R602,7,Transportation and Logistics Services,7.1,Package Delivery & Packaging
R6,SUPPORT- ADMINISTRATIVE: TRANSCRIPTION,R603,2,Professional Services,2.1,Business administration services
R6,SUPPORT- ADMINISTRATIVE: MAILING/DISTRIBUTION,R604,7,Transportation and Logistics Services,7.1,Package Delivery & Packaging
R6,SUPPORT- ADMINISTRATIVE: LIBRARY,R605,2,Professional Services,2.1,Business administration services
R6,SUPPORT- ADMINISTRATIVE: COURT REPORTING,R606,2,Professional Services,2.2,Legal Services
R6,SUPPORT- ADMINISTRATIVE: WORD PROCESSING/TYPING,R607,2,Professional Services,2.1,Business administration services
R6,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTERPRETING,R608,2,Professional Services,2.1,Business administration services
R6,SUPPORT- ADMINISTRATIVE: STENOGRAPHIC,R609,2,Professional services,2.1,business administration services
R6,SUPPORT- ADMINISTRATIVE:- PERSONAL PROPERTY MANAGEMENT,R610,2,Professional Services,2.1,Business administration services
R6,SUPPORT- ADMINISTRATIVE: CREDIT REPORTING,R611,2,Professional Services,2.9,Financial Services
R6,SUPPORT- ADMINISTRATIVE: INFORMATION RETRIEVAL,R612,2,Professional Services,2.1,Business administration services
R6,SUPPORT- ADMINISTRATIVE: POST OFFICE,R613,7,Transportation and Logistics Services,7.1,Package Delivery & Packaging
R6,SUPPORT- ADMINISTRATIVE: PAPER SHREDDING,R614,2,Professional Services,2.1,Business administration services
R6,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION,R615,2,Professional Services,2.1,Business administration services
R6,SUPPORT- ADMINISTRATIVE: OTHER,R699,2,Professional Services,2.1,Business administration services
R7,SUPPORT- MANAGEMENT: ADVERTISING,R701,2,Professional Services,2.4,Marketing and Distribution
R7,SUPPORT- MANAGEMENT: DATA COLLECTION,R702,2,Professional Services,2.1,Business Administration Services
R7,SUPPORT- MANAGEMENT: ACCOUNTING,R703,2,Professional Services,2.1,Business Administration Services
R7,SUPPORT- MANAGEMENT: AUDITING,R704,2,Professional Services,2.3,Management Advisory Services
R7,SUPPORT- MANAGEMENT: DEBT COLLECTION,R705,2,Professional Services,2.2,Legal Services
R7,SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,R706,7,Transportation and Logistics Services,7.2,Logistics Support Services
R7,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,R707,2,Professional Services,2.3,Management Advisory Services
R7,SUPPORT- MANAGEMENT: PUBLIC RELATIONS,R708,2,Professional Services,2.5,Public Relations and Professional Communications Services
R7,ONGOING AUDIT OPERATIONS SUPPORT,R709,2,Professional Services,2.9,Financial Services
R7,SUPPORT- MANAGEMENT: FINANCIAL,R710,2,Professional Services,2.3,Management Advisory Services
R7,SUPPORT- MANAGEMENT: BANKING,R711,2,Professional Services,2.9,Financial services
R7,SUPPORT- MANAGEMENT: COIN MINTING,R712,2,Professional Services,2.9,Financial services
R7,SUPPORT- MANAGEMENT: BANKNOTE PRINTING,R713,2,Professional Services,2.9,Financial services
R7,SUPPORT- MANAGEMENT: OTHER,R799,2,Professional Services,2.3,Management Advisory Services
S1,UTILITIES- GAS,S111,4,Facilities & Construction,4.4,Facility Related Services
S1,UTILITIES- ELECTRIC,S112,4,Facilities & Construction,4.4,Facility Related Services
S1,UTILITIES- WATER,S114,4,Facilities & Construction,4.4,Facility Related Services
S1,UTILITIES- OTHER,S119,4,Facilities & Construction,4.4,Facility Related Services
S2,HOUSEKEEPING- CUSTODIAL JANITORIAL,S201,4,Facilities & Construction,4.4,Facility Related Services
S2,HOUSEKEEPING- FIRE PROTECTION,S202,4,Facilities & Construction,4.4,Facility Related Services
S2,HOUSEKEEPING- FOOD,S203,4,Facilities & Construction,4.4,Facility Related Services
S2,HOUSEKEEPING- FUELING AND OTHER PETROLEUM,S204,4,Facilities & Construction,4.4,Facility Related Services
S2,HOUSEKEEPING- TRASH/GARBAGE COLLECTION,S205,4,Facilities & Construction,4.4,Facility Related Services
S2,HOUSEKEEPING- GUARD,S206,3,Security and Protection,3.3,Security Services
S2,HOUSEKEEPING- INSECT/RODENT CONTROL,S207,4,Facilities & Construction,4.4,Facility Related Services
S2,HOUSEKEEPING- LANDSCAPING/GROUNDSKEEPING,S208,4,Facilities & Construction,4.4,Facility Related Services
S2,HOUSEKEEPING- LAUNDRY/DRYCLEANING,S209,4,Facilities & Construction,4.4,Facility Related Services
S2,HOUSEKEEPING- SURVEILLANCE,S211,3,Security and Protection,3.3,Security Services
S2,HOUSEKEEPING- SOLID FUEL HANDLING,S212,4,Facilities & Construction,4.4,Facility Related Services
S2,HOUSEKEEPING- CARPET LAYING/CLEANING,S214,4,Facilities & Construction,4.4,Facility Related Services
S2,HOUSEKEEPING- WAREHOUSING/STORAGE,S215,7,Transportation and Logistics Services,7.2,Logistics Support Services
S2,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,S216,4,Facilities & Construction,4.4,Facility Related Services
S2,HOUSEKEEPING- INTERIOR PLANTSCAPING,S217,4,Facilities & Construction,4.4,Facility Related Services
S2,HOUSEKEEPING- SNOW REMOVAL/SALT,S218,4,Facilities & Construction,4.4,Facility Related Services
S2,HOUSEKEEPING- WASTE TREATMENT/STORAGE,S222,4,Facilities & Construction,4.4,Facility Related Services
S2,HOUSEKEEPING- OTHER,S299,4,Facilities & Construction,4.4,Facility Related Services
T0,PHOTO/MAP/PRINT/PUBLICATION- ARTS/GRAPHICS,T001,2,Professional Services,2.1,Business administration services
T0,PHOTO/MAP/PRINT/PUBLICATION- CARTOGRAPHY,T002,2,Professional Services,2.1,Business administration services
T0,PHOTO/MAP/PRINT/PUBLICATION- CATALOGING,T003,2,Professional Services,2.1,Business administration services
T0,PHOTO/MAP/PRINT/PUBLICATION- CHARTING,T004,2,Professional Services,2.1,Business administration services
T0,PHOTO/MAP/PRINT/PUBLICATION- FILM PROCESSING,T005,2,Professional Services,2.1,Business administration services
T0,PHOTO/MAP/PRINT/PUBLICATION- FILM/VIDEO TAPE PRODUCTION,T006,2,Professional Services,2.1,Business administration services
T0,PHOTO/MAP/PRINT/PUBLICATION- MICROFORM,T007,2,Professional Services,2.1,Business administration services
T0,PHOTO/MAP/PRINT/PUBLICATION- PHOTOGRAMMETRY,T008,2,Professional Services,2.1,Business administration services
T0,PHOTO/MAP/PRINT/PUBLICATION- AERIAL PHOTOGRAPHIC,T009,2,Professional Services,2.1,Business administration services
T0,PHOTO/MAP/PRINT/PUBLICATION- GENERAL PHOTOGRAPHIC: STILL,T010,2,Professional Services,2.1,Business administration services
T0,PHOTO/MAP/PRINT/PUBLICATION- PRINT/BINDING,T011,2,Professional Services,2.1,Business administration services
T0,PHOTO/MAP/PRINT/PUBLICATION- REPRODUCTION,T012,2,Professional Services,2.1,Business administration services
T0,PHOTO/MAP/PRINT/PUBLICATION- TECHNICAL WRITING,T013,2,Professional Services,2.1,Business administration services
T0,PHOTO/MAP/PRINT/PUBLICATION- TOPOGRAPHY,T014,2,Professional Services,2.1,Business administration services
T0,PHOTO/MAP/PRINT/PUBLICATION- GENERAL PHOTOGRAPHIC: MOTION,T015,2,Professional Services,2.1,Business administration services
T0,PHOTO/MAP/PRINT/PUBLICATION- AUDIO/VISUAL,T016,2,Professional Services,2.1,Business administration services
T0,PHOTO/MAP/PRINT/PUBLICATION- OTHER,T099,2,Professional Services,2.1,Business administration services
U0,EDUCATION/TRAINING- LECTURES,U001,9,Human Capital,9.4,Specialized educational services
U0,EDUCATION/TRAINING- PERSONNEL TESTING,U002,9,Human Capital,9.4,Specialized educational services
U0,EDUCATION/TRAINING- RESERVE TRAINING MILITARY,U003,9,Human Capital,9.4,Specialized educational services
U0,EDUCATION/TRAINING- SCIENTIFIC/MANAGEMENT,U004,9,Human Capital,9.4,Specialized educational services
U0,EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,U005,9,Human Capital,9.4,Specialized educational services
U0,EDUCATION/TRAINING- VOCATIONAL/TECHNICAL,U006,9,Human Capital,9.5,Vocational Training
U0,EDUCATION/TRAINING- FACULTY SALARIES FOR DEPENDENT SCHOOLS,U007,9,Human Capital,9.4,Specialized educational services
U0,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,U008,9,Human Capital,9.4,Specialized educational services
U0,EDUCATION/TRAINING- GENERAL,U009,9,Human Capital,9.4,Specialized educational services
U0,EDUCATION/TRAINING- CERTIFICATIONS/ACCREDITATIONS FOR EDUCATIONAL INSTITUTIONS,U010,9,Human Capital,9.4,Specialized educational services
U0,EDUCATION/TRAINING- AIDS/HIV,U011,9,Human Capital,9.4,Specialized educational services
U0,EDUCATION/TRAINING- INFORMATION TECHNOLOGY/TELECOMMUNICATIONS TRAINING,U012,9,Human Capital,9.4,Specialized educational services
U0,EDUCATION/TRAINING- COMBAT,U013,9,Human Capital,9.4,Specialized educational services
U0,EDUCATION/TRAINING- SECURITY,U014,9,Human Capital,9.4,Specialized educational services
U0,EDUCATION/TRAINING- OTHER,U099,9,Human Capital,9.4,Specialized educational services
V0,TRANSPORTATION/TRAVEL/RELOCATION- MOTOR POOL AND PACKING/CRATING: GBL/GTR PROCS,V001,7,Transportation and Logistics Services,7.2,Logistics Support Services
V0,TRANSPORTATION/TRAVEL/RELOCATION- MOTOR POOL AND PACKING/CRATING: MOTOR POOL OPERATIONS,V002,7,Transportation and Logistics Services,7.2,Logistics Support Services
V0,TRANSPORTATION/TRAVEL/RELOCATION- MOTOR POOL AND PACKING/CRATING: PACKING/CRATING,V003,7,Transportation and Logistics Services,7.2,Logistics Support Services
V1,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: AIR FREIGHT,V111,7,Transportation and Logistics Services,7.4,Transportation of Things
V1,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: MOTOR FREIGHT,V112,7,Transportation and Logistics Services,7.4,Transportation of Things
V1,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: RAIL FREIGHT,V113,7,Transportation and Logistics Services,7.4,Transportation of Things
V1,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: STEVEDORING,V114,7,Transportation and Logistics Services,7.4,Transportation of Things
V1,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: VESSEL FREIGHT,V115,7,Transportation and Logistics Services,7.4,Transportation of Things
V1,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: OTHER,V119,7,Transportation and Logistics Services,7.2,Logistics Support Services
V1,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: AIR CHARTER,V121,7,Transportation and Logistics Services,7.4,Transportation of Things
V1,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: MOTOR CHARTER,V122,7,Transportation and Logistics Services,7.4,Transportation of Things
V1,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: RAIL CHARTER,V123,7,Transportation and Logistics Services,7.4,Transportation of Things
